,supplier_name,address,lat,lng,country,region
707,Toshiba Corp.,"800 Yamonoisshiki-Cho, Yokkaichi, Mie, Japan",35.0196915,136.6049879,Japan,Mie Prefecture
708,"Toyo Rikagaku Kenkyusho Co., Ltd.","777 Honghu Road, Kunshan Economic & Technical Development Zone, Kunshan, Jiangsu, China",31.3507029,121.0694778,China,Jiangsu Sheng
709,"Toyo Rikagaku Kenkyusho Co., Ltd.","No. 188 Gao Ding Road., Kunshan Economic & Technical Development Zone, Kunshan, Jiangsu, China",31.349997,121.063306,China,Jiangsu Sheng
710,"Toyo Rikagaku Kenkyusho Co., Ltd.","No. 1448 Honghu Road, KunShan Economic & Technical Development Zone, Kunshan, Jiangsu, China",31.3509103,121.0551032,China,Jiangsu Sheng
711,"Toyoda Gosei Co., Ltd.","710 Origuchi, Shimomiyake, Heiwa, Inazawa, Aichi, Japan",35.2150409,136.7463733,Japan,Aichi Prefecture
712,"Toyoda Gosei Co., Ltd.","9966-9 Kawako, Oaza, Wakaki-cho, Takeo, Saga, Japan",33.1937487,130.0191505,Japan,Saga Prefecture
713,"Toyoda Gosei Co., Ltd.","5-1 Yawata Kaigan-dori, Ichihara, Chiba, Japan",35.5377219,140.1191578,Japan,Chiba Prefecture
714,"TPK Holding Co., Ltd.","No. 199 Ban Shang Road, Information & Photoelectricity Park of Xiamen Torch Hi-Tech Industrial Development Zone, Xiamen, Fujian, China",24.523386,118.146564,China,Fujian
715,Trinseo LLC,"No. 17 Renjen Road, Hsinchu Ind. Park, Hukou, Hsinchu, Taiwan",24.878755,121.006546,Taiwan,
716,Triotek Technology Inc.,"No. 5 Huanshi North Road, Tangxia Town, Dongguan, Guangdong, China",22.8147801,114.0925199,China,Guangdong Sheng
717,Tripod Technology Corp.,"No. 68 East 3rd FuRong Road, Development Zone, Xishan District, Wuxi, Jiangsu, China",31.6537945,120.3964868,China,Jiangsu Sheng
718,Tripod Technology Corp.,"No. 21 Kung-yeh 5th Road, Ping-jen Industrial Park, Ping-jen City, Taoyuan, Taiwan",24.9936281,121.3009798,Taiwan,Taoyuan City
719,"Tsujiden Co., Ltd.","1313-168 Masuragaharamachi, Omura, Nagasaki, Japan",32.9347574,129.9862352,Japan,Nagasaki Prefecture
720,"Tsujiden Co., Ltd.","57-23 Azagomajiri, Hattandago, Higashisonogi, Nagasaki, Japan",33.0370255,129.9171493,Japan,Nagasaki Prefecture
721,TTM Technologies Inc.,"No. 238, Shanhu Road, Niushan Foreign Economy Industrial Zone, Dongcheng District, Dongguan, Guangdong, China",23.0486026,113.7447607,China,Guangdong Sheng
722,TTM Technologies Inc.,"No. 1 Xinle Road, Science City, Hi-Tech Industrial Development Zone, Guangzhou, Guangdong, China",23.141559,113.29806,China,Guangdong Sheng
723,TTM Technologies Inc.,"No. 200 Jiang Tian Dong Road East, Song Jiang Industrial Zone, Shanghai, China",31.2303904,121.4737021,China,Shanghai
724,TTM Technologies Inc.,"No. 685 Lian Yang Road, SongJiang Industrial Zone, Shanghai, China",31.3692003,121.344088,China,Shanghai Shi
725,UACJ Corp.,"3-1-12 Chitose Minato-ku, Nagoya, Aichi, Japan",35.1098944,136.8935796,Japan,Aichi-ken
726,UACJ Corp.,"No. 99 Shaojing Road, Kunshan Economical Technology Development Zone, Kunshan, Jiangsu, China",31.3547323,121.0535145,China,Jiangsu Sheng
727,Unimicron Technology Corp.,"No. 177 Shan Ying Road, Kwei Shan Industrial Park, Taoyuan, Taiwan",24.9817929,121.3304604,Taiwan,Taoyuan City
728,Unimicron Technology Corp.,"No. 160 Fengli Street, Suzhou Ind. Park, Suzhou, Jiangsu, China",31.330317,120.778694,China,Jiangsu Sheng
729,Unimicron Technology Corp.,"573-19 Toiso, Eniwa, Hokkaido, Japan",42.8849487,141.6089897,Japan,Hokkaido
730,Unimicron Technology Corp.,"No. 38 Xingbang Road, Guishan Industrial Park, Taoyuan, Taiwan",24.982227,121.324397,Taiwan,Taoyuan City
731,Unimicron Technology Corp.,"No. 21 Lane 470, Sec.2, Nanshan Road, LuChu Township, Taoyuan, Taiwan",25.0722699,121.2853225,Taiwan,Taoyuan City
732,Unisteel Technology Ltd.,"No. 358 Fengmao Road, Malu Town, Jiading District, Shanghai, China",31.352264,121.302201,China,Shanghai Shi
733,Unisteel Technology Ltd.,"No. 988 Shang Xue Road, Malu Town, Jia Ding District, Shanghai, China",31.3594229,121.2944455,China,Shanghai Shi
734,Unitech Printed Circuit Board Corp.,"No. 3 Lane 4, Chung-Shan Road, Tu-Cheng City, Taipei, Taiwan",24.9601504,121.4128716,Taiwan,New Taipei City
735,Unitech Printed Circuit Board Corp.,"No. 36, Dingping Road, Su’ao Township, Yilan, Taiwan",24.6398767,121.8366294,Taiwan,
736,Vishay Intertechnology Inc.,"46 Renmin 4 Road, Danshui Town, Huizhou, Guangdong, China",22.801004,114.455191,China,Guangdong Sheng
737,Vishay Intertechnology Inc.,"1122 23rd Street, Columbus, Nebraska, USA",41.4396755,-97.34125399999999,United States,Nebraska
738,Vishay Intertechnology Inc.,"Av De La S Torres No. 1950, Ciudad Juarez, Chihuahua, Mexico",31.6331943,-106.3915778,Mexico,Chihuahua
739,Vishay Intertechnology Inc.,"Dr. Felix Zandman Platz 1, Selb, Germany",50.1826029,12.1379851,Germany,Bayern
740,Vishay Intertechnology Inc.,"No. 88, 6th Avenue, Tianjin Economic Zone, Tianjin, China",39.3433574,117.3616476,China,Tianjin
741,Vishay Intertechnology Inc.,"233 Pao Chiao Road Hsintien, Taipei, Taiwan",24.978282,121.5394822,Taiwan,New Taipei City
742,Vishay Intertechnology Inc.,"Dimona Industrial Park, Dimona, Israel",31.081673,35.03046500000001,Israel,South District
743,Vishay Intertechnology Inc.,"Ha-Kotzer 3 ST, Beer Sheva, Israel",31.252973,34.791462,Israel,South District
744,Vishay Intertechnology Inc.,"20 Xinxi Avenue, Xi’an, Shanxi, China",34.166418,108.854848,China,Shaanxi Sheng
745,Vishay Intertechnology Inc.,"FTI Estate Bagsaka Road Taguig, Manila, Metro Manila, Philippines",14.5014022,121.0449618,Philippines,Metro Manila
746,Vishay Intertechnology Inc.,"Fraunhoferstr. 1, Itzehoe, Germany",53.95744,9.482940000000001,Germany,Schleswig-Holstein
747,Vishay Intertechnology Inc.,"No. 1710-1 Kawasan Perindustrian Krubong, Melaka, Malaysia",2.2874871,102.2419173,Malaysia,
748,Vishay Intertechnology Inc.,"No. 58 Chang Xu Road, Jiading (Outside North Gate of Jading), Shanghai, China",31.3868461,121.2493431,China,Shanghai Shi
749,Vishay Intertechnology Inc.,"Theresienstrasse 2, Heilbronn, Germany",49.1358,9.20618,Germany,Baden-Württemberg
750,Volex Plc.,"No. 1173 Shenhui Road, Henggang, Shenzhen, Guangdong, China",22.6753217,114.2263658,China,Guangdong Sheng
751,Western Digital Corp.,"No. 388 East Jiang Chuan Road, Minhang District, Shanghai, China",31.00252559999999,121.4132084,China,Shanghai Shi
752,Western Digital Corp.,"No. 1 Jinxiu Road West, Shenzhen Export Processing Zone, Pingshan District., Shenzhen, Guangdong, China",22.717569,114.364092,China,Guangdong Sheng
753,Western Digital Corp.,"203, 205 Moo 7, Tumbon Tha Tum, Amphur Srimahaphote, Prachin Buri, Thailand",13.9257787,101.5564138,Thailand,Chang Wat Prachin Buri
754,Wickeder Group,"Hauptstraße 6, Wickede (Ruhr), North Rhine-Westphalia, Germany",51.49171219999999,7.8678537,Germany,Nordrhein-Westfalen
755,Wickeder Group,"39 Perry Avenue, Attleboro, Massachusetts, USA",41.9484046,-71.27124839999999,United States,Massachusetts
756,Wistron Corp.,"No. 168 First Avenue, Kunshan Export Processing Zone, Kunshan, Jiangsu, China",31.34291,120.979297,China,Jiangsu Sheng
757,Wistron Corp.,"Xiyiwei, Ma’an Cun, Zhongshan Torch Development Zone, Zhongshan, Guangdong, China",22.566082,113.480523,China,
758,Wistron Corp.,"No. 38, Keji East Road, Zhongshan Torch Development Zone, Zhongshan, Guangdong, China",22.565078,113.446916,China,Guangdong Sheng
759,Wistron Corp.,"No. 92 & 93 Industrial Suburb II Stage, Yeshwanthpur, Bangalore, Karnataka, India",13.0253296,77.5405524,India,Karnataka
760,Wistron Corp.,"No. 30 A, 2nd Phase, Peenya Industrial Area, ABB Circle, Chokkasandra, Bangalore, Karnataka, India",13.0389508,77.515362,India,Karnataka
761,Yageo Corp.,"No. 10 Zhu Yuan Roa., Suzhou New District, Suzhou, Jiangsu, China",31.310001,120.552826,China,JS
762,Yageo Corp.,"No. 701 Gaoli Road, Gaoli Industrial Zone, Tangxia Town, Dongguan, Guangdong, China",22.806457,114.073302,China,Guangdong
763,Yageo Corp.,"No. 291, Zhongzheng Road, Dashe District, Kaohsiung, Taiwan",22.7394995,120.3484368,Taiwan,Kaohsiung City
764,Yageo Corp.,"No. 350 Zhongzheng Road, Dashe District, Kaohsiung, Taiwan",22.7399037,120.3487146,Taiwan,Kaohsiung City
765,Ying Shing Enterprises Ltd.,"No. 1-2 Production Buildings, Yan Fa Building, No. 88, The 9th Technology Road, High-tech Zone, Zhuhai, Guangdong, China",22.3793897,113.5488704,China,Guangdong Sheng
766,Zeniya Aluminum Engineering Ltd.,"Block B, No. 2 Industry 5th Road, Jiangbian, Songgang Community, Bao’an District, Shenzhen, Guangdong, China",22.8039011,113.8402507,China,Guangdong Sheng
767,Zeniya Aluminum Engineering Ltd.,"No. 130 Bubugao Road, Wusha Jiangbei Village, Changan Town, Dongguan, Guangdong, China",22.777966,113.781103,China,Guangdong Sheng
768,Zeniya Aluminum Engineering Ltd.,"No. 888 Bubugao Road, Wusha Jiangbei Village, Changan Town, Dongguan, Guangdong, China",22.7670516,113.7795196,China,Guangdong Sheng
769,Zeniya Aluminum Engineering Ltd.,"No. 307 Bubugao Road, Wusha Jiangbei Village, Changan Town, Dongguan, Guangdong, China",22.7665518,113.779475,China,Guangdong Sheng
770,Advanced Micro Devices Inc.,"2485 Augustine Drive, Santa Clara, California, USA",37.3829254,-121.9703842,United States,California
771,Cirrus Logic Inc.,"800 W 6th Street, Austin, Texas, USA",30.2708146,-97.7506641,United States,Texas
772,Dialog Semiconductor GmbH,"Neue Street 95, Baden-Wuerttemberg, Germany",48.6616037,9.3501336,Germany,Baden-Württemberg
773,OmniVision Technologies Inc.,"4275 Burton Drive, Santa Clara, California, USA",37.390719,-121.964293,United States,California
774,Parade Technologies Ltd.,"2858 De La Cruz Blvd., Santa Clara, California, USA",37.3707103,-121.9448951,United States,California
775,SiTime Corp.,"5451 Patrick Henry Drive, Santa Clara, California, USA",37.4099999,-121.984064,United States,California
776,Synaptics Inc.,"1251 Mckay Drive, San Jose, California, USA",37.3916454,-121.8908582,United States,California
777,"Silicon Works Co., Ltd.","104-13 Moonji-Dong, Daejeon, Korea",36.3269986,127.4326826,South Korea,Daejeon
